customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0824-CUST2820,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.79,409.34,Yes
0825-CUST7267,Female,1,Yes,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),57.49,938.17,Yes
0826-CUST8868,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,85.8,4889.25,No
0827-CUST7962,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.01,701.96,Yes
0828-CUST7475,Male,0,No,No,49,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,57.7,2803.47,No
0829-CUST9796,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.21,95.25,Yes
0830-CUST7332,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.29,3905.53,No
0831-CUST2606,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.73,3359.06,Yes
0832-CUST5239,Male,0,No,No,70,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,43.2,3017.3,Yes
0833-CUST2547,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),84.54,2023.33,Yes
0834-CUST7973,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,97.11,996.59,Yes
0835-CUST3772,Female,0,No,Yes,43,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.71,2148.15,No
0836-CUST2987,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,57.27,747.96,No
0837-CUST3896,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.55,492.18,No
0838-CUST7975,Female,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.18,998.7,Yes
0839-CUST9174,Male,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.67,208.79,Yes
0840-CUST7582,Male,0,No,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,50.25,3568.13,No
0841-CUST9350,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.95,1722.04,No
0842-CUST7013,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),61.09,3415.66,No
0843-CUST2350,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.9,2436.73,Yes
0844-CUST8684,Male,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.09,116.41,No
0845-CUST8057,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,259.65,No
0846-CUST8985,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.75,4870.81,No
0847-CUST6875,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.36,801.57,Yes
0848-CUST8280,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),58.51,133.05,No
0849-CUST4030,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1066.93,Yes
0850-CUST1675,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.14,1701.52,Yes
0851-CUST1368,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),83.66,5097.49,No
0852-CUST7770,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),81.39,421.28,Yes
0853-CUST4360,Male,1,No,No,18,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),76.94,1387.25,No
0854-CUST2471,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,79.62,1361.98,Yes
0855-CUST6351,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,741.08,Yes
0856-CUST2348,Male,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,82.47,5902.67,No
0857-CUST4016,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,97.17,183.74,Yes
0858-CUST1669,Female,0,No,No,71,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),66.51,4719.36,No
0859-CUST6727,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.68,3230.32,Yes
0860-CUST2254,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),92.33,6157.56,No
0861-CUST3008,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,62.67,2736.59,No
0862-CUST1826,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.22,1133.09,No
0863-CUST3311,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,76.9,3137.68,No
0864-CUST9641,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.5,1590.24,No
0865-CUST9740,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.08,3446.05,No
0866-CUST2634,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.44,6329.45,Yes
0867-CUST8908,Female,0,No,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.49,2213.9,Yes
0868-CUST4669,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.7,92.85,No
0869-CUST5719,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),59.83,46.61,No
0870-CUST5448,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),95.72,4118.09,No
0871-CUST2007,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.53,5110.28,No
0872-CUST2010,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.92,5789.57,Yes
0873-CUST8664,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1061.84,Yes
0874-CUST3800,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.29,42.9,Yes
0875-CUST9501,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),61.25,962.33,No
0876-CUST8727,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,61.35,898.54,No
0877-CUST8528,Female,0,No,Yes,8,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),62.6,494.88,No
0878-CUST9347,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.93,3120.68,Yes
0879-CUST6057,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1288.73,No
0880-CUST5461,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.01,1578.53,No
0881-CUST4152,Female,1,Yes,Yes,8,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,65.49,514.93,Yes
0882-CUST8807,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,78.75,853.38,No
0883-CUST8838,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,84.32,3354.31,No
0884-CUST4130,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.89,989.67,Yes
0885-CUST5567,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),84.23,5482.64,Yes
0886-CUST6534,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,65.65,633.36,Yes
0887-CUST5469,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.37,623.54,Yes
0888-CUST4380,Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),81.74,4387.48,No
0889-CUST2630,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.99,464.47,Yes
0890-CUST7776,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.6,3206.86,No
0891-CUST1035,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.99,435.02,Yes
0892-CUST1724,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.13,3131.74,Yes
0893-CUST3506,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1252.99,No
0894-CUST4297,Female,1,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,83.28,2754.09,Yes
0895-CUST1890,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.67,1235.56,No
0896-CUST2400,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,296.69,No
0897-CUST8919,Female,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.07,5809.87,No
0898-CUST5101,Male,0,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),81.39,2440.04,Yes
0899-CUST8571,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.79,916.73,Yes
0900-CUST3660,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.45,1154.54,Yes
0901-CUST6958,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,619.3,Yes
0902-CUST4749,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,89.12,3841.08,No
0903-CUST9867,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.02,624.13,Yes
0904-CUST9709,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),48.68,2771.47,No
0905-CUST5479,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),69.24,1351.17,Yes
0906-CUST8105,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.09,1222.09,No
0907-CUST7633,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,54.08,999.54,Yes
0908-CUST7694,Male,1,No,No,35,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.92,2269.87,Yes
0909-CUST6394,Female,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.56,2296.4,Yes
0910-CUST5703,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.34,5849.83,No
0911-CUST9353,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,73.79,2290.86,Yes
0912-CUST1600,Male,0,No,Yes,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.04,19.24,Yes
0913-CUST9856,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.03,1382.44,Yes
0914-CUST5957,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,67.13,520.32,No
0915-CUST7173,Female,1,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),71.15,3114.39,Yes
0916-CUST5576,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,58.29,3775.72,No
0917-CUST5316,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,563.73,Yes
0918-CUST8733,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.41,870.36,No
0919-CUST7263,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),84.99,661.01,Yes
0920-CUST7012,Male,0,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,51.45,1493.06,Yes
0921-CUST8940,Male,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),92.7,3454.0,Yes
0922-CUST7657,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),83.68,4919.43,No
0923-CUST2390,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.01,6.98,No
0924-CUST8247,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.45,85.63,Yes
0925-CUST8526,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,70.53,4382.93,Yes
0926-CUST5286,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.04,667.59,No
0927-CUST2957,Female,1,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.94,4476.7,No
0928-CUST4088,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.08,3584.81,Yes
0929-CUST6189,Male,1,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.04,519.52,Yes
0930-CUST2827,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.34,262.76,No
0931-CUST3005,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,94.56,6317.17,No
0932-CUST2161,Male,1,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,86.92,2090.92,Yes
0933-CUST7590,Male,0,No,Yes,6,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.62,363.8,Yes
0934-CUST1167,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),70.67,874.45,Yes
0935-CUST9480,Male,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.47,4006.59,No
0936-CUST2037,Female,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.29,4245.97,Yes
0937-CUST7198,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.31,4935.2,Yes
0938-CUST5823,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.96,857.46,Yes
0939-CUST8528,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),79.35,1001.61,No
0940-CUST4973,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.15,3769.16,No
0941-CUST1199,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),76.31,1998.15,Yes
0942-CUST9526,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.4,2113.51,Yes
0943-CUST4413,Male,0,No,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),64.25,4499.26,No
0944-CUST1178,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67.16,1620.24,No
0945-CUST9641,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),82.8,5497.67,No
0946-CUST2724,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.16,172.18,Yes
0947-CUST2179,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),75.61,1132.44,No
0948-CUST5835,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.41,427.61,Yes
0949-CUST1867,Male,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.55,2410.65,Yes
0950-CUST1977,Male,0,No,No,50,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,57.23,2863.92,No
0951-CUST4640,Female,1,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.08,1139.09,Yes
0952-CUST9857,Male,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.73,5278.96,No
0953-CUST1782,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.01,927.44,No
0954-CUST5297,Male,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.27,878.86,No
0955-CUST9038,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1138.28,No
0956-CUST7732,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.44,85.08,Yes
0957-CUST4550,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.07,4714.44,Yes
0958-CUST9000,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,501.09,No
0959-CUST8536,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,82.63,5256.87,Yes
0960-CUST4450,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.42,85.01,Yes
0961-CUST9314,Male,1,Yes,No,21,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,90.84,1914.13,No
0962-CUST7197,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,82.91,995.16,No
0963-CUST6590,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.36,4886.2,No
0964-CUST8373,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.9,925.65,Yes
0965-CUST7310,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.96,4914.77,No
0966-CUST6085,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.01,1530.26,No
0967-CUST1959,Female,0,No,No,50,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.97,3288.91,Yes
0968-CUST6130,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),88.45,5036.5,No
0969-CUST5604,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,101.43,4573.47,No
0970-CUST9755,Female,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,936.86,No
0971-CUST1724,Male,1,No,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,87.11,5398.18,Yes
0972-CUST8221,Male,1,Yes,Yes,59,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.29,6344.8,Yes
0973-CUST9438,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,61.76,3954.43,No
0974-CUST3628,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,970.59,Yes
0975-CUST7283,Female,1,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.13,4614.97,Yes
0976-CUST9596,Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.91,5844.75,Yes
0977-CUST2247,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,78.81,5683.16,No
0978-CUST3394,Female,0,No,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.35,1220.04,Yes
0979-CUST5958,Female,0,No,Yes,11,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,82.54,928.71,No
0980-CUST7517,Female,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.98,1455.44,Yes
0981-CUST2227,Female,1,No,No,45,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.58,2854.89,Yes
0982-CUST9824,Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),81.5,3717.7,No
0983-CUST7435,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.31,684.82,Yes
0984-CUST7420,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,69.24,1376.45,No
0985-CUST7142,Female,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.32,253.42,No
0986-CUST9850,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.92,19.47,Yes
0987-CUST8504,Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,76.76,5416.56,No
0988-CUST2123,Female,0,No,Yes,69,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.99,4125.45,Yes
0989-CUST7300,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.47,1899.31,Yes
0990-CUST9888,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.43,321.44,Yes
